age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,Unnamed: 0
34.0,Private,164190.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0,
49.0,Self-emp-inc,306289.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
17.0,Private,242773.0,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,0,
45.0,Self-emp-not-inc,275445.0,13.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,50.0,United-States,0,
37.0,Private,240837.0,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0,
27.0,Self-emp-inc,376936.0,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
28.0,Private,167062.0,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,40.0,United-States,0,
28.0,Private,184831.0,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0,
35.0,Private,98986.0,4.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30.0,United-States,0,
27.0,Private,280758.0,7.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,60.0,United-States,0,
60.0,Self-emp-not-inc,236470.0,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0,
35.0,Private,189623.0,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,1,
51.7969473196012,Private,32961.4070158487,9.000173251881574,Divorced,Other-service,Unmarried,White,Female,0.001999995708465576,-0.002,30.77931444695491,United-States,0,8557.0
36.0,Self-emp-not-inc,135416.0,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,50.0,United-States,0,
36.0,Self-emp-inc,251730.0,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60.0,United-States,1,
37.0,Private,323155.0,2.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,85.0,Mexico,0,
27.0,Private,279580.0,13.0,Never-married,Sales,Not-in-family,White,Male,10520.0,0.0,45.0,United-States,1,
31.0,Private,101761.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,51.0,United-States,0,
19.13062135833409,Private,210429.63636256376,10.000274862378355,Never-married,Adm-clerical,Own-child,White,Female,0.0019999980926513677,-0.001999999761581421,30.04483634635009,United-States,0,2001.0
19.0,Private,351802.0,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,35.0,United-States,0,
18.0,Private,444822.0,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,8.0,Mexico,0,
18.0,Private,352640.0,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
65.0,Private,105491.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,40.0,United-States,1,
37.0,Private,99374.0,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55.0,United-States,0,
35.0,Private,152909.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,45.0,United-States,1,
32.0,Self-emp-not-inc,115066.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1,
48.0,Private,180446.0,6.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,0,
28.0,Private,194472.0,10.0,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
32.0,Private,77634.0,7.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,0,
34.0,Private,289984.0,9.0,Divorced,Priv-house-serv,Unmarried,Black,Female,0.0,0.0,30.0,United-States,0,
46.0,Federal-gov,161337.0,10.0,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
30.0,Self-emp-not-inc,67072.0,13.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849.0,0.0,60.0,United-States,0,
32.90766702658061,Private,214823.3245931444,9.000349035232636,Never-married,Adm-clerical,Not-in-family,White,Female,0.0019999996423721318,-0.002,38.998818912073226,United-States,0,1242.0
35.0,Private,261382.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0,
54.0,Local-gov,184620.0,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
27.0,Private,192936.0,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
30.0,Private,151967.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,58.0,United-States,0,
40.0,Private,136986.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,1,
34.0,Private,56150.0,7.0,Never-married,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,United-States,0,
26.0,Private,188626.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,0,
47.0,Self-emp-inc,116927.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,1,
42.0,Private,210525.0,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
42.0,Private,190767.0,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
27.0,Private,58654.0,11.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
25.0,Private,186925.0,10.0,Never-married,Other-service,Not-in-family,White,Male,2597.0,0.0,48.0,United-States,0,
43.0,Federal-gov,94937.0,13.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
49.0,Private,266150.0,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,0,
22.0,Private,216984.0,9.0,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,0,
29.0,Local-gov,302422.0,11.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,1564.0,56.0,United-States,1,
45.0,Private,329144.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1,
26.0,Private,190650.0,13.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,0,
55.0,Private,256953.0,9.0,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,44.0,United-States,0,
23.0,Private,250037.0,10.0,Never-married,Farming-fishing,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0,
51.0,Local-gov,110327.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
58.0,Local-gov,53481.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0,
22.0,Private,126945.0,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,0,
41.0,Private,112763.0,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
31.0,State-gov,55849.0,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
41.0,Private,340148.0,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0,
19.0,Private,376540.0,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0,
23.0,Private,352139.0,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,0,
28.0,Private,102533.0,10.0,Separated,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0,
18.0,Private,57413.0,10.0,Divorced,Other-service,Own-child,White,Male,0.0,0.0,15.0,United-States,0,
28.0,Private,303440.0,13.0,Separated,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1,
26.0,Private,190762.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,18.0,United-States,0,
24.0,Private,214014.0,9.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,0,
52.0,Private,76860.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0.0,0.0,8.0,Philippines,0,
54.0,Private,174102.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
26.0,Private,164488.0,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,10.0,United-States,0,
46.0,Self-emp-not-inc,224108.0,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,0,
23.0,Local-gov,40021.0,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,70.0,United-States,0,
30.0,Private,446358.0,9.0,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,41.0,United-States,0,
28.0,Private,173673.0,3.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Mexico,0,
38.0,Private,270985.0,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,50.0,United-States,0,
17.0,Private,167658.0,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,6.0,United-States,0,
39.0,Private,186420.0,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
32.0,Private,101352.0,10.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,32.0,United-States,1,
22.0,Private,199698.0,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,15.0,United-States,0,
20.0,Self-emp-not-inc,186014.0,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,12.0,Germany,0,
49.0,Local-gov,321851.0,12.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0,
28.966096541444482,Local-gov,80129.54685595058,13.15762897272284,Divorced,Prof-specialty,Not-in-family,White,Female,0.002,-0.001999607443809509,40.00091704266968,United-States,0,1398.0
27.0,Private,85625.0,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,22.0,United-States,0,
42.0,Private,196001.0,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
29.0,Federal-gov,196912.0,13.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0,
45.0,Self-emp-not-inc,91044.0,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,15.0,United-States,0,
30.0,Private,205659.0,12.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,Thailand,1,
45.0,Private,164210.0,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
35.0,Private,210945.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,0,
42.0,Private,259643.0,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,4650.0,0.0,40.0,United-States,0,
22.0,Private,223515.0,13.0,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,20.0,United-States,0,
20.439662334874672,Private,243664.6384885031,10.00035998535108,Never-married,Farming-fishing,Own-child,White,Female,0.002,-0.002,40.001405640479945,United-States,0,3019.0
39.0,Private,121468.0,13.0,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0.0,0.0,35.0,United-States,0,
63.0,State-gov,216871.0,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1740.0,40.0,United-States,0,
27.0,Private,216858.0,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,52.0,United-States,0,
28.0,Private,180928.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013.0,0.0,55.0,United-States,0,
41.0,Federal-gov,130760.0,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,24.0,United-States,0,
23.0,Private,529223.0,13.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,10.0,United-States,0,
39.0,Private,172538.0,9.0,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,0,
17.0,Private,345403.0,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
34.0,Private,242984.0,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
35.0,Private,385412.0,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
34.0,Private,96483.0,12.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,8614.0,0.0,60.0,United-States,1,
33.0,Private,223212.0,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0,
30.0,Private,197558.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0,
44.0,Private,146906.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1,
48.0,Private,73434.0,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,Germany,1,
48.0,Private,155372.0,9.0,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,36.0,United-States,0,
60.0,Private,389254.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1,
20.0,Private,249543.0,10.0,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,16.0,United-States,0,
78.0,Private,180239.0,14.0,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0.0,0.0,40.0,South,0,
44.0,Federal-gov,220563.0,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,0,
38.0,Self-emp-not-inc,203836.0,3.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
45.0,Private,408773.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1,
61.0,State-gov,199495.0,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
41.0,Local-gov,174575.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
36.0,Private,261241.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,1,
35.0,Federal-gov,23892.0,9.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
67.0,Private,105438.0,9.0,Separated,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,40.0,United-States,0,
59.0,Private,196482.0,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
24.0,Private,103064.0,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,55.0,United-States,0,
51.0,Self-emp-not-inc,311569.0,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
33.0,Private,116508.0,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
57.0,Local-gov,323309.0,4.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
43.0,Self-emp-inc,117158.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,60.0,United-States,1,
45.0,Private,188950.0,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1,
59.0,State-gov,163047.0,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,0,
45.0,Private,180309.0,10.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
62.0,Federal-gov,209433.0,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,0,
56.0,Self-emp-not-inc,48102.0,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1977.0,50.0,United-States,1,
53.0,Local-gov,260106.0,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0,
28.0,Private,259840.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1,
49.0,Private,84298.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,40.0,United-States,1,
18.0,Private,212370.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,25.0,United-States,0,
44.0,Private,139907.0,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,50.0,United-States,0,
29.0,Private,228075.0,9.0,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,35.0,Mexico,0,
24.0,Private,268525.0,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,32.0,United-States,0,
20.0,Private,42279.0,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
47.0,Local-gov,191389.0,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,United-States,0,
55.0,Private,189933.0,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
44.0,Private,355728.0,10.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,1980.0,45.0,England,0,
48.0,Self-emp-inc,149218.0,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,1,
50.0,Private,140516.0,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1,
36.0,Private,290560.0,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0,
40.0,Private,190044.0,12.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0,
28.0,Private,187479.0,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,0,
44.35022352556604,Private,248228.56702956828,11.000332164496227,Divorced,Sales,Not-in-family,White,Female,5924.8379908734105,-0.002,40.001294777628814,United-States,0,8679.0
47.0,Private,298037.0,11.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,44.0,United-States,0,
44.0,Local-gov,196456.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1669.0,40.0,United-States,0,
39.0,Federal-gov,175232.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,1977.0,60.0,United-States,1,
42.0,Private,317078.0,9.0,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0,
25.0,Private,251854.0,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,Jamaica,0,
43.51250471259277,State-gov,217082.92716859528,10.000410141705986,Divorced,Adm-clerical,Unmarried,White,Female,0.0019999837875366213,-0.002,40.00168568706217,United-States,0,8669.0
44.0,Private,185057.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0,
22.0,Private,306779.0,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,50.0,United-States,0,
68.0,Local-gov,177596.0,6.0,Separated,Other-service,Not-in-family,Black,Female,0.0,0.0,90.0,United-States,0,
41.29521497256803,Private,55212.84116364073,9.000230583041285,Divorced,Adm-clerical,Not-in-family,White,Female,0.0019998922348022463,-0.0019999996423721318,31.56865687497571,United-States,0,9258.0
42.0,Private,212894.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,40.0,United-States,1,
28.0,Private,221317.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,0,
56.0,Private,176118.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3103.0,0.0,40.0,United-States,1,
43.0,Private,174051.0,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,0,
62.0,Private,210464.0,9.0,Never-married,Other-service,Other-relative,Black,Female,0.0,0.0,38.0,United-States,0,
31.0,Private,50178.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0,
47.0,Private,347025.0,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
36.0,Self-emp-not-inc,20333.0,9.0,Married-civ-spouse,Sales,Wife,White,Female,7688.0,0.0,40.0,United-States,1,
19.0,Private,323421.0,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,0,
35.0,Private,46028.0,12.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,50.0,United-States,0,
24.0,Private,229826.0,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0,
37.0,Self-emp-not-inc,338320.0,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0,
46.0,Private,364548.0,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,1,
35.0,Private,48123.0,8.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,50.0,United-States,0,
29.0,Private,183111.0,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0,
22.0,Private,223019.0,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
46.0,Private,85109.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1628.0,40.0,United-States,0,
30.0,Private,29522.0,10.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,0,
49.0,Private,248895.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,0,
25.0,Private,101812.0,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,41.0,United-States,0,
25.0,Private,281627.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
67.0,Without-pay,137192.0,9.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,12.0,Philippines,0,
31.389028104913955,Private,70242.60117464699,10.000314325212953,Never-married,Other-service,Own-child,White,Female,0.0019999585151672357,-0.001999999403953552,40.54754647948198,United-States,0,14717.0
23.0,Private,73514.0,9.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,0,
36.0,Self-emp-not-inc,206520.0,13.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
27.0,Private,428030.0,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
64.0,Private,312242.0,10.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,3.0,United-States,0,
26.0,Private,102476.0,13.0,Never-married,Prof-specialty,Own-child,White,Male,10520.0,0.0,64.0,United-States,1,
60.0,Private,123992.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,0,
41.16083953996701,Private,389794.57824253297,9.000339352964733,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0019987462759017945,-0.001999999761581421,40.001920005318546,United-States,0,13891.0
39.0,Private,140854.0,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
44.0,Private,178134.0,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1,
33.0,Private,348152.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
23.0,Private,162282.0,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,25.0,United-States,0,
37.0,Private,280464.0,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,80.0,United-States,1,
41.0,Private,116103.0,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
43.0,Self-emp-not-inc,27242.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0,
55.0,Self-emp-not-inc,179715.0,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,18.0,United-States,0,
27.0,Private,109881.0,13.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,0,
45.0,Self-emp-not-inc,184285.0,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0,
47.0,State-gov,80282.0,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,0,
29.0,Private,290740.0,12.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0,
39.0,Private,387430.0,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,18.0,United-States,0,
40.0,Private,82465.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580.0,0.0,40.0,United-States,0,
47.0,Private,102569.0,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1,
53.0,Private,121441.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,0,
51.0,Self-emp-not-inc,240236.0,12.0,Separated,Sales,Not-in-family,Black,Male,0.0,0.0,30.0,United-States,0,
46.0,Private,117849.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,40.0,United-States,1,
20.0,Private,24896.0,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,0,
39.0,Private,375452.0,15.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,48.0,United-States,1,
38.0,Private,175972.0,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,0,
19.0,Private,57067.0,9.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,45.0,United-States,0,
27.0,Private,330132.0,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,1,
32.0,Self-emp-inc,45796.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0,
62.0,Private,122246.0,10.0,Never-married,Craft-repair,Not-in-family,White,Female,8614.0,0.0,39.0,United-States,1,
72.0,Private,53684.0,10.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,0,
40.0,Private,252392.0,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,0,
36.0,Private,235371.0,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
40.0,Self-emp-not-inc,173716.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1,
38.0,Private,222450.0,3.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,0,
28.0,Local-gov,197932.0,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,16.0,United-States,0,
21.0,Private,252253.0,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0,
41.0,Local-gov,343079.0,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1740.0,20.0,United-States,0,
50.0,Private,228238.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1,
42.0,Private,334522.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,0,
